title,ano,source,selection_criteria,status,comments,Tecnologia do display,Tecnologia do input,Tipo de interação,Suporte à colaboração,Usa modelo com nome?,Tamanho da mesa,doi
"Proceedings of MIDI 2013 - International Conference on Multimedia, Interaction, Design and Innovation",2013,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
"Proceedings of the ACM International Conference on Interactive Tabletops and Surfaces, ITS'11",2011,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
"Proceedings of the Conference and Workshop on Assistive Technologies for People with Vision and Hearing Impairments: Assistive Technology for All Ages, CVHI 2007",2008,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Products of Interest,2013,IEEE Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Programming Turing Machines as a Game for Technology Sense-Making,2011,IEEE Digital Library,Study was not about digital tabletops,Rejected,Tabletop analógico,,,,,,,
Proposal of an Architecture and Implementation of a Triage Support System,2016,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Putting the Framework to Operation: Enabling Organizational Development Through Learning,2019,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Pyrolysis of pig-hair in a fixed bed reactor: Physico-chemical parameters of bio-oil,2021,Science@Direct,Study was not about digital tabletops,Rejected,"Menciona um refratometro digital de mesa, um digital tabletop refractometer",,,,,,,
Rapidly Prototyping Marker Based Tangible User Interfaces,2009,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
RayGraphy: Aerial Volumetric Graphics Rendered Using Lasers in Fog,2020,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Reactive Variability Management in Agile Software Development,2010,IEEE Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
reacTIVision and TUIO: a tangible tabletop toolkit,2009,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Reading Aloud in Human-Computer Interaction: How Spatial Distribution of Digital Text Units at an Interactive Tabletop Contributes to the Participants’ Shared Understanding,2020,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Real world responses to interactive gesture based public displays,2011,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Reality-based interaction: a framework for post-WIMP interfaces,2008,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Realtime Pointing Gesture Recognition and Applications in Multi-user Interaction,2013,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Recognition of Paper-Based Conceptual Models Captured Under Uncontrolled Conditions,2017,IEEE Digital Library,Study was not about digital tabletops,Rejected,"É um sistema que analisa uma tabletop analogica, processa os dados, mas não tem display na mesa pro usuário",,,,,,,
Reflective design documentation,2012,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Reflex: adaptive learning beyond the screen,2019,ACM Digital Library,Study was not about digital tabletops,Rejected,Display vertical,,,,,,,
Remote Collaboration with Spatial AR Support,2014,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Remote Wavelength: Design and Evaluation of a System for Social Connectedness Through Distributed Tabletop Gameplay,2023,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Rendering physical effects in tabletop controls,2011,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Requirements Sensemaking Using Concept Maps,2012,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Research Activities and Developments Behind the EDC,2016,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Research alerts,2001,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Research opportunities: Embodied child–computer interaction,2013,Science@Direct,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
Resolving display shape dependence issues on tabletops,2018,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Robotic Task Complexity and Collaborative Behavior of Children with ASD,2022,IEEE Digital Library,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
"Roles of Orientation in Tabletop Collaboration: Comprehension, Coordination and Communication",2004,Springer Link,Interfaces without direct interaction,Rejected,,,,,,,,
Rotation and translation mechanisms for tabletop interaction,2006,IEEE Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
SA '15: SIGGRAPH Asia 2015 Emerging Technologies,2015,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
SA '15: SIGGRAPH Asia 2015 Posters,2015,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
SA '23: SIGGRAPH Asia 2023 XR,2023,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
SABLIER : a Tangible Interactor to Navigate through Space and Time,2022,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
SCAINs Presenter: Preventing Miscommunication by Detecting Context-Dependent Utterances in Spoken Dialogue,2024,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Scalable interaction design for collaborative visual exploration of big data,2012,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Scenarchitectures: The Use of Domain-Specific Architectures to Bridge Design and Implementation,2011,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
"Scenarizing CADastre Exquisse: A Crossover between Snoezeling in Hospitals/Domes, and Authoring/Experiencing Soundful Comic Strips",2014,Springer Link,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
ScriptStorm: scripting to enhance tabletop brainstorming,2013,Springer Link,Articles that omits the tabletop technique,Rejected,"Não fala sobre como o input é pego, só fala que usa depth pra linkar o input com o usuário. Também não fala como o display é feito",,,,,,,
Seamless mixed reality tracking in tabletop reservoir engineering interaction,2012,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Security and Privacy Approaches in Mixed Reality: A Literature Survey,2019,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Seen music: ambient music data visualization for children with hearing impairments,2015,ACM Digital Library,,Rejected,N é sobre tabletop,,,,,,,
Selfie fundus imaging for diabetic retinopathy screening,2021,Springer Link,Study was not about digital tabletops,Rejected,Menciona uma câmera digital de mesa (Digital tabletop camera),,,,,,,
Separation of Concerns in Model Elicitation – Role-Based Actor-Driven Business Process Modeling,2014,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Serious game for waste sorting on interactive tabletop with tangible objects: exploratory study,2018,ACM Digital Library,The study was not written in English,Rejected,Ta em frances,,,,,,,
Shared infrastructures for tangible tabletops & interactive surfaces,2015,Scopus,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Shared Infrastructures for Tangible Tabletops Interactive Surfaces,2015,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
Shared Interfaces for Co-located Interaction,2012,Springer Link,Articles that omits the tabletop technique,Rejected,,,,,,,,
Sharing your view: A distributed user interface approach for reviewing emergency plans,2014,Science@Direct,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
"Sheets 2, 3 and 4 (The Middle Sheets)",2017,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
SIGGRAPH '13: ACM SIGGRAPH 2013 Posters,2013,ACM Digital Library,"Incomplete works, posters, summaries, etc",Rejected,,,,,,,,
SIMPLE analytical model for smart microfluidic chip design,2019,Science@Direct,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
Single Locus of Control in a Tangible Paper-based Tabletop Application: An Exploratory Study,2014,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Situating makerspace curricula for students with learning differences within Vygotsky’s cultural historical psychology,2024,Springer Link,Study was not about digital tabletops,Rejected,Display vertical,,,,,,,
"Sketched menus and iconic gestures, techniques designed in the context of shareable interfaces",2010,Scopus,Articles that omits the tabletop technique,Rejected,,,,,,,,
Sketching music together: Mixed groups exploring melodic similarity and contrast using a digital tabletop,2021,Scopus,Articles that omits the tabletop technique,Rejected,,,,,,,,
Sketching music: Exploring melodic similarity and contrast using a digital tabletop,2020,Scopus,Articles that omits the tabletop technique,Rejected,,,,,,,,
Slant menu: novel GUI widget with ergonomic design,2012,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Slowing down interactions on tangible tabletop interfaces: A comparative user study in the context of collaborative problem solving,2018,Scopus,Articles that omits the tabletop technique,Rejected,,,,,,,,
"Smart home design flexibility as an enabler of sustainability and the reception in Sulaiymaniah, Kurdistan Region-Iraq",2020,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Smart objects in education: An early survey to assess opportunities and challenges,2017,IEEE Digital Library,Study was not about digital tabletops,Rejected,Não é sobre tabletops,,,,,,,
Smart Toys Design Opportunities for Measuring Children's Fine Motor Skills Development,2018,ACM Digital Library,Study was not about digital tabletops,Rejected,Não tem display digital,,,,,,,
Smart-Device-Based Augmented Reality (SDAR) Models to Support Interior Design: Rethinking “Screen” in Augmented Reality,2013,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Social Telepresence Robots: The role of gesture for collaboration over a distance,2018,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
"SoD-Toolkit: A Toolkit for Interactively Prototyping and Developing Multi-Sensor, Multi-Device Environments",2015,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Sometimes when we touch: how arm embodiments change reaching and collaboration on digital tables,2013,ACM Digital Library,Study was not about digital tabletops,Rejected,,,,,,,,
Songverse: A Music-Loop Authoring Tool Based on Virtual Reality,2019,IEEE Digital Library,Study was not about digital tabletops,Rejected,Não é sobre tabletop,,,,,,,
SonicExplorer: fluid exploration of audio parameters,2014,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Sound localization on a horizontal surface: virtual and real sound source localization,2015,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
Sound Localization on Tabletop Computers: A Comparison of Two Amplitude Panning Methods,2015,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Sounds of Play: Designing Augmented Toys for Children with Autism,2023,ACM Digital Library,Articles that omits the tabletop technique,Rejected,,,,,,,,
Spatial Augmented Reality Assistance System with Sensor-Based Activity Recognition at Cleaning Activities,2025,IEEE Digital Library,Study was not about digital tabletops,Rejected,"Não é de tabletop, é uma sala inteira",,,,,,,
Special issue on exploring new Natural User Experiences,2017,Springer Link,Study was not about digital tabletops,Rejected,,,,,,,,
